"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
4.785126750E0,-1.341461345E0,2.055051888E0,-7.342298993E-1
4.805045750E0,-2.862688610E-1,2.091658967E0,-9.855876669E-1
4.824965750E0,5.831287837E-1,1.112140417E0,-2.088530706E0
4.844885000E0,2.061636438E0,7.066868824E-1,-2.289803271E0
4.864804000E0,3.400677474E0,4.288926834E-1,-1.040375785E0
4.884724000E0,4.196672389E0,6.510161269E-1,-4.916067025E-1
4.904643000E0,4.291842256E0,1.011037381E0,-3.174461564E0
4.924562000E0,3.151884295E0,-1.926949334E0,-6.352661837E0
4.944482000E0,4.766853098E0,-8.283973194E0,-2.369948132E0
4.964401000E0,4.150001375E-1,-8.018903121E0,2.112136208E0
4.984320000E0,-2.234707589E0,-2.453441402E0,1.256235691E0
5.004240000E0,-2.713479361E0,2.431944113E0,-1.385142238E0
5.024159000E0,-1.545039905E0,3.485654474E0,9.828187180E-1
5.044078000E0,-1.593422545E0,3.335909035E0,3.448862331E0
5.063998000E0,-2.040603272E0,2.624090636E0,4.524375205E0
5.083917000E0,-2.847567710E0,-8.421674538E-1,2.469571531E0
5.103837000E0,-5.026899244E0,-4.437641993E0,1.396873215E0
5.123756000E0,-6.816898016E0,-3.037115731E0,2.754215158E0
5.143675000E0,-2.069626073E0,-3.948858619E-1,9.853273197E-1
5.163595000E0,6.993636833E-1,1.191679507E0,-3.364872341E-1
5.183514000E0,3.543940981E0,2.082283541E0,-1.348578429E-1
5.203433000E0,3.695960110E0,1.859761902E0,1.361644033E-1
5.223353000E0,2.585951003E0,2.229437494E0,8.515870258E-2
5.243272000E0,9.818776817E-1,2.138960018E0,4.781655617E-1
5.263191000E0,3.238854611E-1,7.243741250E-1,4.130942376E-1
5.283111000E0,9.413901718E-1,-1.482028263E0,5.157359688E-1
5.303030000E0,1.785829854E0,-1.205830353E0,7.441071622E-1
5.322949000E0,2.535029648E0,2.616266477E-1,-1.137692750E-1
5.342869000E0,2.629575325E0,1.835434561E0,-3.396086240E-1
5.362788000E0,1.608362327E0,2.423087921E0,-5.222451624E-1
5.382707000E0,9.037036244E-1,1.449746370E0,-8.854895476E-1
5.402627000E0,5.246301685E-1,7.225521326E-2,-1.137181557E0
5.422546000E0,2.690646897E-1,-5.599936903E-2,-9.168937004E-1
5.442465000E0,6.607590500E-1,1.109343109E0,-7.198331042E-1
5.462385000E0,1.808552280E0,1.177561989E0,-5.399564517E-1
5.482304000E0,2.625662660E0,5.696959752E-1,-5.444960837E-1
5.502223000E0,2.441596697E0,3.080582178E-1,-9.005763873E-1
5.522143000E0,1.350466641E0,1.684758246E-2,-4.079133853E-1
5.542062000E0,2.260376574E0,-6.123385495E-1,3.755187142E-1
5.561982000E0,5.616273438E0,-1.860317388E0,-1.090154886E-1
