"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
4.895429291E0,1.314555764E0,-1.791520715E0,2.298012495E0
4.915348291E0,1.517091133E-2,-2.265773535E0,1.417463422E0
4.935267291E0,-8.041347265E-1,-2.393662930E0,6.370216012E-1
4.955186291E0,-1.652038813E0,-1.585402608E0,-1.489685178E-1
4.975105291E0,-2.676364183E0,-8.071582913E-1,-3.334456980E-1
4.995023291E0,-2.688015938E0,-5.228067636E-1,-1.410178095E-2
5.014942291E0,-2.117504120E0,4.256541133E-1,5.850859284E-1
5.034861291E0,-1.745404243E0,5.063508749E-1,6.347156167E-1
5.054780291E0,-1.753284574E0,-4.770808518E-1,5.468808413E-1
5.074699291E0,-1.146723032E0,-1.212372482E-1,7.392644286E-1
5.094617291E0,-8.753845692E-1,-3.587076664E-1,6.311480403E-1
5.114536291E0,-9.723608494E-1,-5.092367530E-1,2.776470184E-1
5.134455291E0,-6.985660195E-1,-3.036906719E-1,1.352293938E-1
5.154374291E0,-5.548603535E-1,-1.304869503E-1,6.164205074E-1
5.174293291E0,-8.340169787E-1,-3.203736842E-1,1.032366037E0
5.194211291E0,-1.178718209E0,-6.225885153E-1,5.361133814E-1
5.214130291E0,-1.411822081E0,-3.110426068E-1,2.756474912E-1
5.234049291E0,-1.817147136E0,-1.075754594E-2,2.148509771E-1
5.253968291E0,-2.148110628E0,-5.836472660E-2,2.150800228E-1
5.273887291E0,-1.618872046E0,-3.214770183E-2,2.795971632E-1
5.293805291E0,-1.081232429E0,-4.704362452E-1,2.986471057E-1
5.313724292E0,-1.010056853E0,-6.415886879E-1,1.584723890E-1
5.333643291E0,-1.489930391E0,-1.033979177E0,9.895072132E-2
5.353562291E0,-1.462626696E0,-1.529337168E0,-1.978064030E-1
5.373481291E0,-6.185894608E-1,-2.220506191E0,-1.505600512E-1
5.393399291E0,4.622303694E-2,-1.763596058E0,6.744614802E-3
5.413318291E0,1.870665103E-1,-1.766459584E0,7.239262015E-2
5.433237291E0,6.042032838E-1,-1.712174892E0,3.480471075E-1
5.453156292E0,1.021145821E0,-1.558700800E0,4.308716953E-1
5.473075291E0,1.303934216E0,-1.109014511E0,3.413404822E-1
5.492993291E0,1.517986774E0,-8.347813487E-1,4.527386725E-1
5.512912291E0,1.492865443E0,-6.424574256E-1,5.887052417E-1
5.532831291E0,1.368920207E0,-1.171969995E-1,5.897470713E-1
5.552750291E0,1.159099579E0,1.551304162E-1,5.330058336E-1
5.572669291E0,7.117261887E-1,2.912744880E-1,4.048835039E-1
5.592587291E0,3.743525445E-1,1.493931115E-1,2.802518606E-1
5.612506291E0,3.129717410E-1,1.456647366E-1,2.383520156E-1
5.632425291E0,1.847208887E-1,2.552714348E-1,2.934001088E-1
5.652344291E0,4.229318351E-2,1.621444672E-1,5.170568824E-1
5.672263291E0,7.039969414E-2,-2.085608691E-1,6.103413105E-1
5.692181292E0,1.067507267E-1,-6.255584359E-1,4.782959521E-1
5.712100291E0,3.206517696E-1,-1.166965365E0,1.730141044E-1
5.732019291E0,5.671797991E-1,-1.842494488E0,-1.026406810E-1
5.751938291E0,1.025147438E0,-2.622788429E0,-6.964121014E-2
5.771857291E0,1.275716424E0,-3.287396193E0,1.941555589E-1
5.791775291E0,1.205163598E0,-3.705019951E0,4.589760303E-1
5.811694291E0,1.154931545E0,-3.871687412E0,5.244213343E-1
5.831613292E0,7.015066147E-1,-3.419439077E0,3.459091485E-1
5.851532291E0,-5.287637934E-3,-2.648008108E0,4.154655933E-1
5.871451500E0,-3.443030715E-1,-2.284886360E0,6.717476249E-1
5.891369500E0,-4.830083251E-1,-2.199971676E0,3.803299069E-1
