"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
7.408001875E0,-1.800355828E1,1.896739694E1,3.162647849E0
7.427921875E0,-8.261050354E0,1.175149896E1,-3.384030451E0
7.447841875E0,-6.964653647E0,4.332016135E0,4.580615918E-1
7.467760875E0,-6.689063848E0,-1.713982045E0,-1.056653030E1
7.487680875E0,-1.868284804E0,-2.643315697E1,-2.590398395E-1
7.507599875E0,-1.418846174E0,-3.426802365E1,-3.342019376E0
7.527519875E0,3.296887349E0,-8.052728679E0,9.222171517E-1
7.547439875E0,1.239459445E1,7.442147217E0,1.153749905E1
7.567358875E0,1.015435656E1,9.493655693E0,1.168857006E1
7.587278875E0,-4.553437328E-1,5.389559346E0,-1.457731912E0
7.607197875E0,1.668863467E0,-7.381722676E0,-1.053493897E1
7.627117875E0,1.528141452E0,-1.700095493E1,-4.469132758E0
7.647037875E0,5.837225685E0,-1.027139209E1,-3.314503548E0
7.666956875E0,6.923237818E0,-1.084260308E0,-4.836853040E0
7.686876875E0,4.901504242E0,3.396598456E0,-3.887338893E0
7.706795875E0,-1.437352758E0,3.532059731E0,-2.534850431E0
7.726715875E0,-5.832228069E0,2.227196256E0,-1.998191224E0
7.746634875E0,1.331214099E0,4.372523891E0,-1.529376676E0
7.766554875E0,6.059353221E0,8.789409438E0,2.859365930E-1
7.786474500E0,7.400495746E0,1.197874515E1,4.689373398E-1
7.806393500E0,4.355743552E0,1.368882184E1,-2.315285437E-1
7.826313500E0,-1.077810756E0,1.170607194E1,1.328215501E0
7.846232500E0,-3.876875886E0,1.007807847E1,-6.460733585E0
7.866152500E0,-2.755681055E0,5.272208067E0,-1.372732809E1
7.886072500E0,6.473516768E0,-1.161264747E1,-8.046702830E-1
7.905991500E0,-9.034376784E0,-3.393929319E1,6.172201560E0
7.925911500E0,-1.591764596E1,-4.295128859E1,2.650607759E0
